PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY
RN|72393469|BB923724|AN0774|ACT|2300|35|Rosebrook Place|1202|117||02571||Welcome to 35 Rosebrook an AD Makepeace Community and the Southcoast's newes Luxury Rental Community! These finely crafted and newly built residences are sited at Rosebrook Place and conveniently located to 495/I95, commuter rail and the Cape Cod Canal. Each of these gorgeous units are fully equipped with stainless steel appliances, granite countertops, washer/dryer, high ceilings, large windows and open floor plans with your choice of captivating views of cranberry bogs or the village.  Miles of walking trails, community room, walk to services and restaurants and minutes to the areas sandy beaches and shopping. Pets allowed with restrictions. 1 & 2 Bedrooms available. Long and short term leases available. Floor plans range from 805-1316 sq ft. Move in beginning 10/6/18! Visit us at our model/leasing office and see where you could be living! Reserve your apartment now, and get the BEST VIEW and first month's rent FREE with a 13-month lease!|9|11/24/2018 7:04:00 AM|3067|Plymouth|MA|D|4|2|2|0|Y|2|0|1850|2f;0h|N||N||
RN|72399793|BB807330|AC1137|ACT|4500|139|onset avenue||117|36Q|02558||Beautiful Georgian Colonial 5 Bedroom open kitchen living room large bar in kitchen for entertaining home has theater room ,outside jacuzzi, outside shower after beach, 2 porches and back deck Completely furnished just bring your clothes Marina steps away from home and the beach|28|9/22/2018 2:56:00 PM|393215|Plymouth|MA|A|8|4|3|1||6|0.2|2900|3f;1h|N||Y|J|N
RN|72415769|TM009396|AN0774|ACT|2000|13|East Edgewater Dr||117||02571||Captivating Cape on the water offers spectacular views from most rooms. Spacious rooms, wood flooring, fireplaced living room, this home is meticulously cared for and worth a look. Can be rented furnished or unfurnished.. Full application and credit score from all occupants must be presented before showing. no smoking|13|12/17/2018 11:53:00 AM|139386|Plymouth|MA|A|6|2|2|1||2|20000|1632|2f;1h|Y|G|Y||
RN|72422591|A8001027|A19401|ACT|1800|47|Oak St Waterfont (Winter)|0|117||02571||Furnished winter WATERFRONT living! This property is being offered for rent and is AVAILABLE NOW -4/30.  Owner will NOT consider a year round rental. Step off the deck onto the sandy beach while there's still time to enjoy it! Gorgeous views year round! Spectacular sunsets!  Monthly rental fee of $1800 includes heat, electric, cable, internet and trash removal. Tenant responsible snow removal. This home is completely furnished. No smoking in the house. Parking for 3 cars. Property consists of 2 floors, one bedroom on each. Queen bed in each bedroom. Full basement with laundry hook ups. Great location close to shopping, restaurants, highways, boat ramps, bridges and more. Tastefully renovated.  First, last, security for a total of $5400 and credit check required. Credit check is $21.50 per adult. NO PETS!|17|11/10/2018 3:36:00 PM|132585|Plymouth|MA|A|4|2|2|0|N|3|0.09|1072|2f;0h|Y|A,F,G,I,L,Q,R,S,U,W|Y||
RN|72427946|CN205896|BB5733|ACT|1500|2|Short St-SUMMER WEEKLY RENTAL||117|ONS|02558||WEEKLY SUMMER RENTAL AVAILABLE -JULY 2019.  Charming 2 bedroom 1 full bath (with additional outside shower) home in Onset available for weekly summer rental.  Peekaboo views of Broad Cove and short walk to association beach and kayaking.  10 minute walk or short bike ride to all downtown Onset has to offer - Fireworks, Concerts in the Park, shopping, Canal Cruises and fishing charters.  This is the perfect location to enjoy the hustle and bustle of a summer community and then relax back at your private oasis -- a quiet neighborhood where the kids can ride their bikes around to their hearts content or explore quiet Broad Cove on kayaks. Rent includes $50 cleaning fee.|12|11/29/2018 9:36:00 AM|0|Plymouth|MA|A|4|2|1|0|N|4|4000|703|1f;0h|N||Y|A|
RN|72428822|CT006063|AN0774|ACT|1300|22|Grove St|2|117|ONS|02558||Second floor walk up, year round economical apartment.  Short walk to Onset Village, shopping and beach. Great location for easy access to highway. Credit report and referencences to be submitted with completed rental application prior to showing. Must have good credit.  Off street parking. Washer and dryer on premises.Tenant responsible for gas and electric. No smoking. Pets negotiable.|4|12/1/2018 2:24:00 PM|24903675|Plymouth|MA|D|4|2|1|0||1|0|626|1f;0h|N||N||
RN|72434751|A9500445|A98010|ACT|1350|18|Eleventh Street|A|117|ONS|02558||Adorable one bedroom year round cottage with some water views.  In-unit washer/dryer.  Nicely renovated.  Steps to boat ramp, Onset Village, Beach and more.  All applicants must fill out rental application and submit with credit report/score.  First, last and security required. No Pets.  Showings 12/31 10:30-11:30|7|12/26/2018 12:57:00 PM|0|Plymouth|MA|A|3|1|1|0||1|999|448|1f;0h|N||Y|A|
RN|72435420|CN220609|AN0774|ACT|800|367|Main St|2|117||02571||This one bed room apartment is located on the second floor above comercial space. Conviently located on Main st in Wareham. Hardwood floors in the kitchen and dining room, with caret in the living room, bedroom, and walk in closet. No smoking or pets (No exceptions). All applicants must have good credit, proof of income and references. Tenant must have renters insurance.|7|12/30/2018 2:02:00 PM|0|Plymouth|MA|D|3|1|1|0||2|0.77|500|1f;0h|N||||
RN|72437268|BB923724|AN0774|ACT|1850|35|Rosebrook Place|1213|117||02571||Welcome to 35 Rosebrook an AD Makepeace Community and Wareham's Only Luxury Rental Community! These finely crafted and newly built residences are sited at Rosebrook Place and conveniently located to 495/I95, commuter rail and the Cape Cod Canal. Each of these gorgeous units are fully equipped with stainless steel appliances, granite countertops, washer/dryer, high ceilings, large windows and open floor plans with your choice of captivating views of cranberry bogs or the village. Pool, Exercise Room, Miles of walking trails, community room, walk to services and restaurants and minutes to the areas sandy beaches and shopping. Pets allowed with restrictions. 1 & 2 Bedrooms available. Long and short term leases available. Floor plans range from 805-1316 sq ft. Move in beginning 10/6/18! Visit us at our model/leasing office and see where you could be living!|12|1/4/2019 4:22:00 PM|63|Plymouth|MA|D|4|1|1|0|N|1|0|805|1f;0h|N||N||
RN|72437283|BB923724|AN0774|ACT|2000|35|Rosebrook Place|1005|117||02571||Welcome to 35 Rosebrook an AD Makepeace Community and Wareham's Only Luxury Rental Community! These finely crafted and newly built residences are sited at Rosebrook Place and conveniently located to 495/I95, commuter rail and the Cape Cod Canal. Each of these gorgeous units are fully equipped with stainless steel appliances, granite countertops, washer/dryer, high ceilings, large windows and open floor plans with your choice of captivating views of cranberry bogs or the village. Pool, Exercise Room, Miles of walking trails, community room, walk to services and restaurants and minutes to the areas sandy beaches and shopping. Pets allowed with restrictions. 1 & 2 Bedrooms available. Long and short term leases available. Floor plans range from 805-1316 sq ft.   Models open Monday through Friday 11-2 and weekends 12-4. Ask about our rental incentives and see where you could be living!|9|1/4/2019 4:33:00 PM|5180|Plymouth|MA|D|5|2|2|0|Y|2|0|1105|2f;0h|N||N||
RN|72437451|CN220609|AN0774|ACT|1100|71|Fearing St|0|117||02532||Adorable 1 bed room cottage for rent. Available February 1, 2019. Walk to the beach in the summer. Large yard. Beautifully renovated bath room. Large closet in bed room. No smoking inside. No Pets. Must provide complete application and provide credit report to qualify.|10|1/5/2019 12:20:00 PM|134217727|Plymouth|MA|A|3|1|1|0||2|0.2|450|1f;0h|N||N||
RN|72437475|BB923724|AN0774|CTG|1695|35|Rosebrook Place|1001|117||02571||Welcome to 35 Rosebrook an AD Makepeace Community and Wareham's Only Luxury Rental Community! These finely crafted and newly built residences are sited at Rosebrook Place and conveniently located to 495/I95, commuter rail and the Cape Cod Canal. Each of these gorgeous units are fully equipped with stainless steel appliances, granite countertops, washer/dryer, high ceilings, large windows and open floor plans with your choice of captivating views of cranberry bogs or the village. Pool, Exercise Room, Miles of walking trails, community room, walk to services and restaurants and minutes to the areas sandy beaches and shopping. Pets allowed with restrictions. 1 & 2 Bedrooms available. Long and short term leases available. Floor plans range from 805-1316 sq ft.   Models open Monday through Friday 11-2 and weekends 12-4. Ask about our rental incentives and see where you could be living!|6|1/5/2019 1:59:00 PM|0|Plymouth|MA|D|5|2|2|0|Y|1|0|805|2f;0h|N||N||
RN|72388229|CT002745|AN2633|ACT|2000|3|Tanglewood Dr||119||02673||Newly renovated Winter rental available Oct 1 2018- April 30th 2019.  All utilities, cable, lawn care and trash pickup are included in the ($500 utility package). Great location and nice neighborhood.|8|9/4/2018 7:15:00 PM|469762045|Barnstable|MA|A|8|4|2|1|N|4|0.43|1472|2f;1h|N||N||N
RN|72389121|CN201998|A95627|ACT|1200|152A|Bayview St|A|119|WYA|02673||Close to CCH and all amenities. Enjoy the walkability of Railroad Bluffs neighborhood.|8|9/5/2018 5:01:00 PM|16878|Barnstable|MA|B|2|1|1|0||1|0.38|466|1f;0h|N||Y|A|N
RN|72389167|CN201998|A95627|ACT|2000|152|Bayview St|B|119|WYA|02673||Close to CCH and all nearby amenities. Enjoy the walkability of Railroad Bluffs neighborhood.|8|9/5/2018 5:42:00 PM|255|Barnstable|MA|B|6|3|1|0||2|0.38|1100|1f;0h|N||Y|A|N
RN|71296569|A9501571|A95338|ACT|2800|8|Lobsterville Road, AQ602||121|GAY|02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Uniquely designed, 3-bedroom, 2 full bath contemporary home, divided between three floors and set upon an acre of lush grounds with waterviews overlooking Vineyard Sound and the Elizabeth Islands. Privacy enhanced with large tracts of conservation land nearby and walking distance to Lobsterville Beach.|12|7/16/2014 3:36:00 PM|4095|Dukes|MA|A|6|3|2|0||4|51600|1400|2f;0h|N||||
RN|71302312|A9501571|A95338|ACT|3900|6|Briar Path, AQ604||121||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Down a private country road, this bright and breezy post and beam home sits on a 3-acre rolling wooded parcel. With southern views of the Atlantic Ocean, it's just a short drive or bike to Philbin and Lobsterville beaches and Gay Head cliffs. This very Vineyard house offers three levels of living space, chef's kitchen, spacious dining and living rooms, a screened proch and deck. Spring, summer and fall, this inviting seaside home is a good-for-your-soul retreat.|15|7/11/2014 3:26:00 PM|32767|Dukes|MA|A|7|4|2|1||2|3|2300|2f;1h|N||||
RN|71721682|A9501571|A95338|ACT|7200|13|Oxcart Road, AQ606||121||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.  Walk off the deck of this wonderful beach house right onto the dunes! Enjoy swimming, fishing, sailing, snorkeling, or just relaxing the day away. At the end of the day, watch the spectacular sunsets! When Dogfish bar surfaces, collect sand dollars. Comb the beach for shells and sea glass. Live in the rhythm of the tides. Nature restores and renews and revives.  Master Bedroom with private bath on second floor has extraordinary expansive views. Main floor has 2 bedrooms, one queen and one with 2 twin beds, one full bath, and an outside shower off the deck. Well stocked kitchen with dining, and living area with beautiful water views. Everything you need to enjoy your time away from it all. On the lower level there is a room with a TV and DVD player for games and movie viewing. Upstairs TV has cable with HBO and Strz.|14|7/30/2014 4:25:00 PM|16383|Dukes|MA|A|6|3|2|0||3|1|1600|2f;0h|Y||||
RN|71721686|A9501571|A95338|ACT|4000|40|Lighthouse Rd, AQ610||121||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Great water view property in Aquinnah - this immaculate contemporary has that unique combination of a beautifully designed and constructed, year-round home, AND an outstanding view of the Sound and Elizabeth Islands. Not only is the water view property packed with many custom details, but the home's layout is perfect for relaxed living - with a fantastic kitchen open to the dining and living areas that spill right out onto the screened porch and deck. The master suite at the far end of the house is large and gracious - and each of these rooms enjoys unobstructed views right out over the Sound. The lower level is walk-out on the back side of the house and has lovely, sunny bedrooms at each end with a tiled family room, bath and laundry in between. There is A/C for any steamy summer days, a roof deck with knockout water views, handsome landscaping and exterior finishes.  The living room has a ceiling fan.|26|10/22/2018 12:36:00 PM|871434247|Dukes|MA|A|6|3|2|1||2|0.94|2400|2f;1h|N||||
RN|71972902|A9501571|A95338|ACT|2800|19|Lighthouse Rd, AQ605||121||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICE IS A WEEKLY PRICE NOT A MONTHLY! Watch the boaters come and go, the sunset in the evening and feel the ocean breezes from this post & beam style 3 bedroom home. Open living spaces offer comfortable living that include living, dining and kitchen that open to a wide deck with ocean views looking out toward the Elizabeth Islands. The master bedroom is located on this level while the 2 guest bedrooms are on a lower level with an additional family room.|12|3/16/2016 10:35:00 AM|0|Dukes|MA|A|7|3|2|0|Y|4|98000|2000|2f;0h|Y||||N
RN|71975856|A9501571|A95338|ACT|3200|2|Harpoon Hollow,AQ608||121||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. New construction owner built post and beam, well appointed kitchen with stainless appliances.  Spacious open dining and living room with fireplace. Three upstairs bedrooms with ceiling fans. Den with wet bar and great screened- in porch overlooking a lily pond. Great house and conveniently located to Philbin beach 2 miles away. Beach access pass included. Plenty of parking.|12|3/22/2016 10:50:00 AM|4212729|Dukes|MA|A|6|3|2|1||3|261360|2000|2f;1h|N||||
RN|71291247|A9501571|A95338|ACT|4800|28|Hammet Lane, CH243||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This house is set in a pastoral surrounding. It has beautifully tended grounds with a Peter Rabbit enclosed flower garden and rolling lawns. The well equipped gourmet kitchen overlooks the dining and living rooms. There is a four season porch off the living room and a sun bathed deck. The downstairs features a media room with an adjacent light filled office space.|16|7/14/2014 12:21:00 PM|65535|Dukes|MA|A|7|3|2|1|Y|4|3|3800|2f;1h|N||||
RN|71291338|A9501571|A95338|ACT|11000|26|Snapping Turtle Farm, CH 221||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Fabulous House, Fabulous Views. Attention to detail throughout. A dream gourmet kitchen. Ocean Views from all of the bedrooms. 180 degree views from the Squibnocket to Aquinnah South Shores. Stunning sunsets from the west porch, sometimes referred to as the Martini deck! Brilliant sunrises from the kitchen porch. Walk to Squibnocket, take in the lavish views, prepare to be awed.|14|7/14/2014 12:39:00 PM|16383|Dukes|MA|A|8|5|3|0||4|172000|2600|3f;0h|N||||
RN|71296582|A9501571|A95338|ACT|10000|23|Cemetary Rd, CH215||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. ! This spacious ten room, architectural award winning design home is perched high on a hill with panoramic views of the Vineyard Sound and the Elizabeth Islands. There are five bedrooms, four and one half baths, and a large deck for entertaining. There is a fully equipped country kitchen that seats twelve. Private association beach and tennis.|17|7/14/2014 11:14:00 AM|131071|Dukes|MA|A|8|5|4|0||4|3|4700|4f;0h|N||||
RN|71296598|A9501571|A95338|ACT|9000|19|Lake Rd,  CH220||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.  Sweeping views of Squibnocket Pond, Dunes, the South Shore, Nomans Land, to sunsets over Aquinnah. A great family getaway with access to Chilmark's famed Lucy Vincent and Squibnocket Beaches as well as a private association beach in Aquinnah. Roomy and inviting, this house offers 5 five bedrooms all with views, two livingrooms, a deck with views south and to the west.|16|7/14/2014 11:26:00 AM|65535|Dukes|MA|A|8|5|2|1||4|3|3000|2f;1h|N||||
RN|71296613|A9501571|A95338|ACT|7000|29|Cemetary Rd,  CH216||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.  Fabulous Chilmark home offers two levels of living sapce. On the first floor there is a fully equipped kitchen open to the dining room, a living room with fireplace, built-ins and sliders to a deck overlooking a meadow and the most incredible water views. There is a half bath, a master suite with private bath with jacuzzi tub and a private outside shower.|13|7/14/2014 11:41:00 AM|8191|Dukes|MA|A|7|3|3|0||4|4|2600|3f;0h|N||||
RN|71299557|A9501571|A95338|ACT|10000|2|Salt Meadows CH233||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. .Style, warmth, and comfort define this delightful farm house in Menemsha with a water view to the Vineyard Sound. The property is spacious and private with an expansive yard and a lap pool for exercise and cooling off in the summer. There is a tennis court shared by the occupants of the neighboring barn. The house comes with a key to a beach in Aquinnah on Moshup trail and a shared key to Quansoo Beach.  It is also possible to purchase stickers to Lucy Vincent and Squibnocket Beaches at Chilmark|14|10/12/2011 4:21:00 PM|16383|Dukes|MA|A|9|6|2|2||2|3|3200|2f;2h|N||||
RN|71299563|A9501571|A95338|ACT|2900|10|Homestead Way, CH230||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. .Newly renovated kitchen. Great yard and deck. Tucked into the woods off South Road. 1.3 miles from West Tisbury town center. Access to Lucy Vincent and Squibnocket Beaches. Convenient location in Chilmark. West Tisbury Farmer's Market & Artisan's Market are just down the road. Relax in the privacy of the back yard.|12|10/23/2018 1:52:00 PM|4059127|Dukes|MA|A|6|3|1|1||2|3|1600|1f;1h|N||||
RN|71299580|A9501571|A95338|ACT|3000|36|Middle Rd CH229||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. A large rambling old family home where memories are made. The extended family can all join in a vacation full of laughter and play. The grounds are full of places for hide-and-go-seek. Privately set on Middle Road in the woods yet bathed in sunlight. The house has a string of bedrooms for all the family members to find their place. A great old house like they don't make any more.|18|10/23/2018 1:47:00 PM|3932156|Dukes|MA|A|9|6|2|0||2|3|3000|2f;0h|N||||
RN|71299593|A9501571|A95338|ACT|2700|138|South Rd, CH228||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This newly remodeled 3 bedroom 2 bath has a spacious master bedroom suite, cozy sun room and updated kitchen. It has a great yard with garden landscaping, a perfect spot for outdoor dining. 1.5 miles from Alley's store. 3.3 miles to Lucy Vincent Beach.The bathrooms are fully remodeled. An easy, comfortable house in a central location.  Three ceiling fans and 3 portable fans.|12|7/16/2014 4:05:00 PM|4095|Dukes|MA|A|6|3|2|0||2|3|1800|2f;0h|N||||
RN|71299605|A9501571|A95338|ACT|7500|17|Chowder Kettle Lane,  CH226||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. .This quintessential beach house offers proximity to Menemsha while being removed from traffic and the hustle and bustle. It comes with an updated and well equipped kitchen for dining delights with the fresh fish just around the corner. A screen porch looking out over the view. The perfect seat for spectacular sunsets. Comfort and beauty.  Dining room, guest quarters, a balcony to take in the view.|26|10/23/2018 1:33:00 PM|472055768|Dukes|MA|A|7|4|3|0||2|0.2|2400|3f;0h|N||||
RN|71299613|A9501571|A95338|ACT|3950|10|Trails End , CH225||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Perched high above the surrounding terrain, this affordable Chilmark rental offers sweeping views of the ocean and upisland all the way to Aquinnah. See the sunsets from the deck. It is spacious with 4 bedrooms to accommodate family and friends. See Chilmark rental #CH224 for family reunions or larger parties. Great location just a short drive to Chilmark Center and to Lucy Vincent. Right across the road from Land Bank Trails|9|10/12/2011 5:24:00 PM|511|Dukes|MA|A|7|4|2|0||2|156815|4000|2f;0h|N||||
RN|71300126|A9501571|A95338|ACT|7750|8|Tanglevine Rd,  CH207||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Sit on the porch of this fabulous four bedroom home and watch the panoramic waterviews beyond. Walk to Lucy Vincent beach or use the owners canoe or kayak, and use the owner's private south shore beach. Let your children enjoy watching the sheep grazing in the front lawn as the property is part of a working farm. The home is private, comfortable and in a great location--close by the the community center, the Chilmark store for pizza, or Chilmark Chocolates for a treat.|13|7/18/2014 10:32:00 AM|8191|Dukes|MA|A|7|4|3|1||2|4|2600|3f;1h|N||||
RN|71300155|A9501571|A95338|ACT|2700|73|Quenames Rd,  CH205||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. This bright and cheerful, wooded retreat is truly tranquil, yet just a little over a mile from West Tisbury village, with its General Store (Alley's), Farmer's Market, Artisan's Festivals and Flea Market. This home has been recently updated by its new owners. They have chosen the loveliest colors and simple, appropriate cottage touches. There is a new expansive deck and large screened porch perfect for lounging and dining.|13|7/17/2014 2:18:00 PM|8191|Dukes|MA|A|6|3|2|0||2|4|1800|2f;0h|N||||
RN|71972908|A9501571|A95338|ACT|5000|2|Other House Rd, CH217||122|CHI|02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICE IS A WEEKLY PRICE NOT A MONTHLY! This Chilmark contemporary home offers views over Chilmark Pond to the South Shore. There are four bedrooms three full baths, an open floor plan that includes a kitchen, living room and dining room that open up to decks and additional living space. Includes canoe to take over the pond to beautiful deeded South Shore beach.|13|3/16/2016 10:42:00 AM|0|Dukes|MA|A|5|4|3|0|Y|4|60200|1800|3f;0h|N||||N
RN|71972921|A9501571|A95338|ACT|2800|6|Ocean View Farms Rd, CH244||122|CHI|02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICE IS A WEEKLY PRICE NOT A MONTHLY! CH202 Step back in time to a simpler and more peaceful era. This charming cottage offers three bedroom, one and one half baths. Linens are included. enjoy lovely south shore views and sounds of the surf. Lucy Vincent Beach is just minutes away.|14|3/16/2016 10:48:00 AM|0|Dukes|MA|A|5|3|1|0||4|137600|1152|1f;0h|N||||N
RN|71975501|A9501571|A95338|ACT|9500|384|Middle Rd, CH222||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY.This gracious Vineyard elongated Cape overlooks the Keith Farm and the Atlantic Ocean beyond. The gourmet kitchen has just been beautifully renovated and is a dream. The living areas are all decorated with charm and all have views. The separate main house, with four bedrooms, and guest house, with two bedrooms, allow for comforable space between family and guests. The gently rolling farm land and picturesque pond welcome cows and flocks of Canada geese. This excellent location is very close to Chilmark center and a quick drive, walk or hike to Lucy Vincent beach and Menemsha.|18|3/29/2016 11:42:00 AM|286|Dukes|MA|A|10|6|4|2||3|261360|3960|4f;2h|N||||
RN|71975511|A9501571|A95338|ACT|3200|1|Swan's Way, CH213||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Main building consists of master bedroom, full bath, washer, dryer, kitchen, living room, dining room, and screened in porch. Two additional buildings are bedrooms both with ensuite!|16|3/21/2016 1:49:00 PM|1|Dukes|MA|A|6|3|3|0||3|0|0|3f;0h|N||||
RN|71975583|A9501571|A95338|ACT|3800|6|Arno Camp Rd, CH235||122||02535||THIS IS A WEEKLY RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Rustic colorful camp with a gorgeous water view right on Chilmark Pond. Sleeps six. Simple kitchen with all necessities. Wow your guests with gourmet meals from this quaint kitchen. Comfortable living-dining overlooking the pond. A special get-away like old times. Not many of these left! Row or Kayak across the pond to a spectacular ocean beach. It doesn't get better than this.|11|3/21/2016 3:27:00 PM|1|Dukes|MA|A|5|3|1|1||3|522720|1000|1f;1h|N||||
RN|71975602|A9501571|A95338|ACT|3600|3|Bassett Place Rd, CH236||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Located on South Road near Able's Hill, this family oriented house comes with access to a private South Shore beach across Chilmark Pond. Have fun boating, kayaking or canoeing across the pond to the beach. A family room in the lower level provides space for the younger members of the family to romp and congregate while the older members gather upstairs. Or have family movie time down there on rainy days. The house is convenient to Chilmark center, Menemsha and West Tisbur|13|3/21/2016 4:05:00 PM|1|Dukes|MA|A|7|3|2|0||3|522720|1450|2f;0h|N||||
RN|71975641|A9501571|A95338|ACT|3500|44|Flanders Lane/ Menemsha CH237||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Located on Flanders Lane, this house sits up the hill and looks toward Menemsha. It is private and protected by the trees. Walk to watch sunsets in Menemsha or dine in one of the places to eat there or take in a day at the beach.|15|10/23/2018 2:15:00 PM|129019|Dukes|MA|A|7|4|2|2||2|87120|2000|2f;2h|N||||
RN|71975842|A9501571|A95338|ACT|25000|17|Round Pond Rd, CH240||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Newly constructed home has open concept living area with 270 degree water views, abundant natural sunlight, central AC, high end appliances, hardwood floors, rooftop deck with seating to view gorgeous island sunsets, access to several private beaches,and high speed internet wifi.|15|3/22/2016 10:25:00 AM|4212729|Dukes|MA|A|9|5|5|0||3|130680|4000|5f;0h|N||||
RN|71979537|A9501571|A95338|ACT|9000|6|Trails End , CH241||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY PRICES ARE WEEKLY NOY MONTHLY. Set atop a hill you will find this wonderful 4 bedroom home with distant views and a wonderful lap pool. Enjoy your days on the large deck or take a swim in the pool. This great vacation home is tastefully decorated and is located on one level with plenty of space for gatherings. The living room has a fireplace with built in seating areas overlooking the yard. Each room is decorated so nicely. You will find that this is the house you will come back to year after year. By renting this home you will have access to the private town beaches that are some of the best on the island.|15|3/30/2016 12:57:00 PM|0|Dukes|MA|A|7|4|3|0||3|87120|2346|3f;0h|N||||
RN|72416642|A9501571|A95338|ACT|13500|11|Ocean View Farms Rd, CH201||122|CHI|02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. A comfortable contemporary home that includes a key to private beach is ideal for laid-back Vineyard living, or elegant entertaining with both ocean and hillside views. The open floor plan for the common areas bring the outdoors inside with spectacular sunshine and sweeping views. Privacy in the living quarters, both upstairs and downstairs, allow for downtime and quiet moments alone or with a group. The unique set up of three bedrooms and a common area on the lower floor provides the children with a sunny place to relax while the adults entertain on the main and upper floors. Two master suites on the main floor, gourmet kitchen, separate laundry/utility room, 2 decks, private balcony and over 3 acres.|19|10/27/2018 3:48:00 PM|10485945|Dukes|MA|A|9|5|3|0||3|161172|2300|3f;0h|N||Y|J,K|
RN|72424342|A9501571|A95338|ACT|3900|14|Swan's Way, CH231||122||02535||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. New England Yankee Barn on secluded road in pristine Chilmark woods. Cathedral living room with wrap-around outside deck. 4 bedrooms, sleeps 8. 2 1/2 baths & outdoor shower. New kitchen appliances. Loft for children to watch large screen TV/cable. WiFi and high-speed Internet access. Attractively furnished. Minutes to nearby private beaches, restaurants, and quaint villages. Twice-weekly trash removal. Full-turnover cleaning on day of initial rental. Everything included except ferry tickets and linens (rental available on island). Ideal spot to renew ties with nature, family & oneself. Great for creating wonderful Vineyard vacation memories.|18|11/15/2018 12:47:00 PM|2302459|Dukes|MA|A|7|4|2|1||2|1|2000|2f;1h|N||N||
RN|71079667|A9501571|A95338|ACT|4600|666|Old County Rd,||123||02575||THIS IS A WEEKLY SUMMER RENTAL ONLY. PRICES ARE WEEKLY NOT MONTHLY. Beautifully designed and decorated four bedroom home is located in the heart of West Tisbury yet privately tucked away in a peaceful setting. This lovely home offers a formal living and dining room with gas fireplace, a fully equipped kitchen with sunny breakfast nook, an open family room with stone fireplace, entertainment wall and french doors that lead out to a bluestone patio and beautifully landscaped grounds. The master bedroom has it's own private bath with jacuzzi tub and steam shower.|9|5/12/2010 3:47:00 PM|511|Dukes|MA|A|8|4|2|1|Y|4|174240|2849|2f;1h|N||||
