id,name,contact,website,phone1,phone2,fax1,email,address1,address2,city,state,zip,source,broker_notes,update_date,listingAgentId
6773613,"""fidel Jones""",,,16177928220,,,jesdd44@gmail.com,,,"""Boston""",MA,02125,"YGL Network",,04/12/2019,
6773614,"""winnie Xiong""",,,"(617) 320-7677",,,winniex@gmail.com,"""38 Hemlock St.""",,"""Arlington""",MA,02474,"YGL Network",,04/12/2019,
6773615,"""TBKY Properties LLC""",,http://tbky.weebly.com/,"(978) 828-8321","(617) 406-9956",,asantanarealestate@gmail.com,"""62 WALNUT ST, STE 300""",,"""WELLESLEY HILLS""",MA,02481,"YGL Network",,04/12/2019,
6773616,"""Charu Madan""",,,6172753391,,,charu@bostoninvestments.com,,,"""charlestown""",MA,02129,"YGL Network",,04/12/2019,
6773617,"""C Udoji Real Estate""",,,617-694-6082,,,chinna.udoji@gmail.com,"""318 Rindge Avenue Unit #414""",,"""Cambridge""",MA,02140,"YGL Network","""LL is Broker""",04/12/2019,
6773618,"""Abou-Ezzi""",,,617-483-2845,,,ezzidevelopments@gmail.com,"""466 Commonwealth Ave #601""",,"""Boston""",MA,02215,"YGL Network",,04/12/2019,
6773619,"""Gold Realty Boston LLC""",,,6173299866,,,michelle@prohousemanagment.org,"""28 Meadowbrook Rd""",,"""Brookline""",MA,02467,"YGL Network",,04/12/2019,
6773620,"""Code Management LLC""",,,781-690-2119,,,codemanagement@codemanagementllc.com,"""40 Warren Street""",,"""Charlestown""",MA,02129,"YGL Network",,04/12/2019,
6773621,"""Mila Levinson""",,,617-596-3044,,,kinross.apt@gmail.com,"""130 University rd""",,"""Brookline""",MA,02446,"YGL Network","""Please contact landlord at 617-596-3044 for showing instructions""",04/12/2019,
6773622,"""The Mackin Group""",,,6179999829,,,kmackin@bu.edu,,,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6773623,"""William Finnegan""",,,6177946770,,,info@klon-siberia.com,"""47 Bay State Avenue #2""",,"""Somerville""",MA,02144,"YGL Network",,04/12/2019,
6773624,"""Bodwell Pines Corp.""",,,5086510700,,,kthompson@bodwellpines.com,"""220 North Main Street, Suite 105""",,"""Natick""",MA,01760,"YGL Network",,04/12/2019,
6773625,"""Jenny Lewis""",,,6173190541,,,jansulu@yahoo.com,,,"""Cambridge""",MA,02140,"YGL Network","""text  Jenny at 617 319 0541 or email at Jansulu@yahoo.com""",04/12/2019,
6773626,"""Raphael Porto""",,,3123500178,,,raphaelporto@hotmail.com,"""36 Palmer St""",,"""02169""",MA,02169,"YGL Network","""PLEASE READ:Tenant would be SHARING the house with two other tenants (roommate situation)""",04/12/2019,
6773627,"""avi""",,,6172528023,6172528023,6172528023,ashahrooz@gmail.com,"""PO Box 684""",,"""brookline""",MA,02446,"YGL Network","""For showing please give us a call.""",04/12/2019,
6773628,"""Christopher Valstyn""",,,617-548-3157,,,vals600@comcast.net,"""Olcott St""",,"""Watertown""",MA,02472,"YGL Network",,04/12/2019,
6773629,"""Justin White""",,,8606175094,,,jwhite113@gmail.com,,,"""Boston""",MA,02205,"YGL Network","""Call or email landlord to give 24 hour notice. 8606175094  jwhite113@gmail.com""",04/12/2019,
6773630,"""New England Real Estate""",,,6174724000,,,nerehome@gmail.com,,,"""quincy""",MA,02169,"YGL Network",,04/12/2019,
6773631,"""TS Land Trust LLC""",,,6175022115,,,connersk@gbcompanies.com,"""100 Hallet Street, Suite 201""",,"""Dorchester""",MA,02124,"YGL Network",,04/12/2019,
6773632,"""Boston Portfolio Properties, LLC""",,,6177915663,,,dianevalle@gmail.com,"""20 Mt Vernon St""",,"""Charlestown""",MA,02129,"YGL Network",,04/12/2019,
6773633,"""Arboretum - Equity Residential""",,,"(844) 268-9033",,"(781) 828-8649",arboretumcanton@eqr.com,"""1 Arboretum Way""",,"""Canton""",MA,02021,"Data Entry",,04/12/2019,
6773634,"""Glen Meadow - Equity Residential""",,,"(844) 291-9560",,"(508) 553-2957",glenmeadow@eqr.com,,,,,,"Data Entry",,04/12/2019,
6773635,"""Highland Glen - Beacon Communities""",,https://www.highlandglenapartmentsbc.com/,"(781) 214-8999",,"(781) 329-6681",,"""1055 Highland Glen Road""",,"""Westwood""",MA,02090,"Data Entry",,04/12/2019,
6773636,"""Rockingham Glen - Beacon Communities""",,https://www.rockinghamglenbc.com/,"(866) 295-4343",,"(617) 325-2140",,"""30 Rockingham Ave.""",,"""West Roxbury""",MA,02132,"Data Entry",,04/12/2019,
6773637,"""South Winds - Dolben""",,https://www.southwindsapartments.com/,"(888) 494-9787",,"(508) 674-2456",,"""24 Rolling Green DR""",,"""Fall River""",MA,02720,"Data Entry",,04/12/2019,
6773638,"""Rolling Green - Milford - Dolben""",,https://www.rollinggreenmilfordapartments.com/,"(877) 306-0090",,"(508) 473-2964",,"""1 Rolling Green Dr.""",,"""Milford""",MA,01757,"Data Entry",,04/12/2019,
6773640,"""Ann Huang""",,,6176800642,,,pompeii811@gmail.com,"""23 highland park ave""",,"""boston""",MA,02119,"YGL Network",,04/12/2019,
6773641,"""DuPont Street Realty Advisers""",,,617-306-8990,,,michaelferretti@dupontst.com,,,"""Boston""",MA,02125,"YGL Network","""Owner is a Broker""",04/10/2019,
6773642,"""Cambridge Holdings 1590 LLC""",,,"617 543 3451",,6179233541,dchedid@usa.net,"""311 Lowell St""",,"""Lexington""",MA,02420,"YGL Network","""If Tenant is willing to move in 9/15/16 then Landlord is willing to perform the following: 1- Refinish all Hardwood Floors 2- Paint Entire Unit""",04/12/2019,
6773643,"""Sazama Real Estate""",,,6173083678,,,ken@kensazama.com,,,"""Jamaica Plain""",MA,02130,"YGL Network","""No pets. No smoking. April 1st rental. Please contact Jai'Von with Sazama Real Estate to schedule a visit. jaivon@kensazama.com/ 617.276.5461 857.203.7760""",04/12/2019,
6773644,"""Boston Portfolio Properties, L""",,,6177915663,,,dianevalle@gmail.com,"""20 Mount Vernon""",,"""Charlestown""",MA,02129,"YGL Network","""Landlord is broker. No pets.""",04/12/2019,
6773645,"""C&D Properties""",,,413.219.3370,,,aj.realestate.boston@gmail.com,"""244 Brighton Ave""",,"""Allston""",MA,02135,"YGL Network","""1st, Last, 1/2 Security for Professionals, Full Security for Students""",04/12/2019,
6773646,"""Yinuo Xu""",,,5086503595,,,xiaofang.yuxf@gmail.com,,,"""Allston""",MA,02134,"YGL Network","""The building features on-site management, 24-hour concierge, gorgeous lobby, penthouse fitness center, conference room, laundry on each unit level, deeded, secure underground garage parking space (not tandem) and rooftop pool & deck with spectacular city views! The building has central a/c, elevators, wi-fi in lobby. This North and East Facing unit is fully furnished. Light and bright interior has been renovated with fresh paint, crown moldings, granite kitchen countertops, disposal, intercom to cell phone system, oversized ceramic tile full bath and brand new, tasteful laminate flooring. Easy access to public transportation (bus 57,64,66), Mass Pike, Storrow Drive, Harvard, MIT & BU within mins. Green T-Station (Harvard Revenue) is about 8 mins walk. Varity of shopping, restaurants and bars nearby. within 2 mins walk...Available at 08/01/2016. Vacant easy to how anytime with a couple of hours notice ahead.""",04/12/2019,
6773647,"""shiraz""",,,617-839-4743,,,shiraz@rcn.com,"""118 Lancaster Terracse, 1""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773648,"""Coldwell Banker""",,,781-392-7117,,,jordan.nikolov@nemoves.com,"""867 Main st. """,,"""Waltham""",MA,02453,"YGL Network",,04/12/2019,
6773649,"""Kayo Wycoff""",,,8572096356,,,Kayofwycoff@gmail.com,"""30 dunreath steeet""",,"""Boston""",MA,02119,"YGL Network",,04/12/2019,
6773650,"""Gregory W Skaff LLC""",,,6173883851,,,gwsllc617@gmail.com,"""33 Garden St, Apt 2""",,"""BOSTON""",MA,02114,"YGL Network",,04/12/2019,
6773651,"""cindy wang""",,,6179875611,6179875611,6179875611,cwang66666@gmail.com,"""1606 Stearns Hill Road""",,"""waltham""",MA,02451,"YGL Network",,04/12/2019,
6773652,"""Tent City Apartments""",,,617-267-8195,,,TentCity@maloneyproperties.com,"""130 Dartmouth Street """,,"""Boston""",MA,02116,"YGL Network",,04/12/2019,
6773653,"""Hub25/Gables Residential""",,,617-825-2614,,,hub25@gables.com,"""25-35 Morrissey Blvd""",,"""Boston """,MA,02125,"YGL Network",,04/12/2019,
6773654,"""Dexter Park Apartments""",,,617-738-1533,,,bdecoteau@thehamiltoncompany.com,"""175 Freeman St Suite 104""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773656,"""Ida Can""",,,6177783994,,,icandreva@yahoo.com,,,"""boston""",MA,02128,"YGL Network",,04/12/2019,
6773657,"""Gables Residential""",,,617-312-5507,,,RE150@gables.com,"""150 River's Edge Drive""",,"""Medford""",MA,02155,"YGL Network",,04/12/2019,
6773658,"""Hennessey Holdings""",,,7818751212,,,lhennessey@verizon.net,"""7 Stonegate Lane""",,"""Hingham """,MA,02043,"YGL Network",,04/12/2019,
6773659,"""My Prop, Inc.""",,,6178521212,,,bpaquette@mba2016.hbs.edu,,,"""boston""",MA,02134,"YGL Network",,04/12/2019,
6773660,"""Gables Arsenal Street""",,,6177448381,,,arsenalstreet@gables.com,,,"""Watertown """,MA,02472,"YGL Network",,04/12/2019,
6773661,"""Parkside Place""",,,6178767979,,,tdiggs@parksideplaceapts.com,"""700 Huron Ave""",,"""Cambridge""",MA,02138,"YGL Network",,04/12/2019,
6773662,"""Watermark Kendall """,,,617-577-0777,,,watermark.kendall50@gmail.com,"""350 Third St. """,,"""Cambridge""",MA,02142,"YGL Network","""ask for Tyler, Kevin, or Matt  Tdimare@gables.com  Call 617-577-077 or email watermark.kendall50@gmail.com to set up appointment or get more information    you may also check out direct listing availability at   350 Third St - West building      http://gables.com/find/apartment/1231-watermark-kendall-west-cambridge-ma 250 Kendall St. - East Building     http://gables.com/find/apartment/1981-watermark-kendall-east-cambridge-ma""",04/12/2019,
6773663,"""Moore Realty """,,,978-621-4415,,,mooremrealty@gmail.com,,,"""Chelsea""",MA,02150,"YGL Network",,04/12/2019,
6773664,"""Lincoln Property Company """,,,617-242-0999,,,mezzo@lincolnapts.com,"""30 Caldwell St """,,"""Charlestown """,MA,02129,"YGL Network",,04/12/2019,
6773665,"""Alena Rakavets""",,,"(617) 669-7977",,,buildwellproperties@yahoo.com,,,"""Boston""",MA,02116,"YGL Network","""Move in requirements: FMR, LMR, SD excellent credit, references, income min $100K One year lease minimum. """,04/12/2019,
6773666,"""Touro Properties""",,,7814600129,,,jbutler@touroproperties.com,"""PO Box 560034""",,"""West Medford""",MA,02156,"YGL Network",,04/12/2019,
6773667,"""The Gillach Group""",,,617-335-2701,,,joseph.drake@thegillachgroup.com,"""191 Grove St.""",,"""Brookline""",MA,02467,"YGL Network",,04/12/2019,
6773668,"""Towne Residential""",,,4157154742,,,tim@towneres.com,"""1500 Commonwealth Ave""",,"""Boston""",MA,02135,"YGL Network",,04/12/2019,
6773669,"""DEVHOLDEN""",,,6125683649,,,dustin@devholden.com,,,"""Acworth""",MA,30102,"YGL Network",,04/12/2019,
6773670,"""McKinley Investment Group""",,,7814730920,,,ccharlesrentals@gmail.com,"""P.o box 601""",,"""Randolph""",MA,02368,"YGL Network",,04/12/2019,
6773671,"""Mark""",,,6178433704,,,mark.cussin34@gmail.com,"""102 D St""",,"""Boston,02127""",MA,95131,"YGL Network","""Welcome Home! This 2012 construction condo offers over 800 square feet of living space in a unique, open layout floor plan just a .5 mile walk to the Broadway T and Broadway St restaurants, cafes, & shops! This open concept loft inspired 1 bedroom features beautiful solid oak hardwood flooring throughout, central AC/heat, recessed lighting, video surveillance/intercom, and has built in speakers pre-wired for multiple zones of surround sound. The chef's kitchen comes fully equipped with GE Cafe Series stainless steel gas range, fridge, dishwasher, & in unit laundry! 3 exposures make this unit bright and sunny! The bedroom offers a nice layout with two exposures, large walk in closet, & modern bath en suite. The open living room & dining area offers ample space for guests & entertaining and features a beautiful gas fireplace & a Juliet balcony with views of the Boston skyline! """,04/12/2019,
6773672,"""Taunton Gardens""",,,5088222501,,,MRuehrwein@TauntonGardensApts.com,"""26 Winslow Drive""",,"""Taunton""",MA,02780,"YGL Network",,04/12/2019,
6773673,"""Boston City Properties """,,,9789731283,,,samantha.ory@bostoncityproperties.com,"""581 Boylston Street """,,"""Boston """,MA,02116,"YGL Network",,04/12/2019,
6773674,"""Shaolee Yang""",,,6179606956,,,shaoleeyang@comcast.net,,,"""Cambridge""",MA,02142,"YGL Network",,04/10/2019,
6773675,"""Sarah Adam""",,,6758769586,,,mattleibmann.9@gmail.com,"""1 avery st""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
6773676,"""Victor by Windsor""",,,"617 7429595",,,kpickup@windsorcommunities.com,"""110 Beverly St. """,,"""Boston""",MA,02114,"YGL Network",,04/12/2019,
6773677,"""Serenity Apartments""",,,"(617) 277-1900",,,dana.bethony@greystar.com,"""101 South Huntington Avenue""",,"""Boston""",MA,02130,"YGL Network","""Model Unit now open! Call leasing office for an appointment: (617) 612-5613.""",04/12/2019,
6773678,"""Kenmar""",,,617-390-5215,,,buybostoncondos@hotmail.com,"""60 Fuller Rd""",,"""Wayland""",MA,01778,"YGL Network",,04/12/2019,
6773679,"""Derek Chang""",,,617-828-3026,,,derektchang@gmail.com,"""29 Spaulding Lane""",,"""Newton""",MA,02459,"YGL Network","""Renter's insurance and LL addendum required.""",04/12/2019,
6773680,"""The Fairways""",,,508-853-1551,,,info@thefairways-apartments.com,"""200A East Mountain Street""",,"""Worcester""",MA,01606,"YGL Network",,04/12/2019,
6773681,"""Fenyen Chang""",,,9786577253,,,fenyenchang@hotmail.com,"""23 Fiorenza Dr""",,"""Wilmington""",MA,01887,"YGL Network",,04/12/2019,
6773682,"""Leamington""",,,6175042415,,,Stuinvest@gmail.com,"""38 Leamington Road""",,"""Boston""",MA,02135,"YGL Network","""Also available for showing for May and June.""",04/12/2019,
6773683,"""J.M""",,,"567) 343-0945",,,jerrymarck33@gmail.com,"""1701 Gander Cove Ln, Matthews, NC 28105""",,"""North""",MA,27105,"YGL Network",,04/12/2019,
6773684,"""Valor""",,,6173965723,,,ValorBoston@wingatecompanies.com,"""100 Wells Ave.""",,"""Newton""",MA,02459,"YGL Network","""This apartment is available now and we are offering a 1 month broker fee or 1 month free to resident(offers cannot be combined)  For more information or to schedule a tour, please contact the leasing office at 617-734-3450 or e-mail us at valorboston@wingatecompanies.com  Feel free to review, edit, and forward our attached documents that make providing your clients with information easy and simply states what is included in the rent as well as anything that would be extra and is not included in the base price.""",04/12/2019,
6773685,"""JBM Property Management""",,,617-752-4985,,,jbmpropertymanagement@gmail.com,"""28 Damreell Street """,,"""South Boston""",MA,02127,"YGL Network",,04/12/2019,
6773686,"""Lev Vaysburd""",,,6172563306,,,levvays@aol.com,"""P.O. Box 573""",,"""BROOKLINE""",MA,02446,"YGL Network","""Tenants to pay the rental fees New kitchen and bathrooms pictures will be added next week. Contact Lev 617-256-3306 or email me at levvays@aol.com with any questions, request pictures or make an appointment to see the place.""",04/12/2019,
6773687,"""Hastings Village""",,,781-235-0500,,,lstathos@wingatecompanies.com,"""66 Hastings St Suite 107""",,"""Wellesley""",MA,02481,"YGL Network",,04/12/2019,
6773688,"""Ivy Live """,,,6175134043,6316053197,,ivylivellc@gmail.com,"""90 Hamilton Street""",,"""Cambridge""",MA,02139,"YGL Network","""Showings: Contact Leasing Associate at 6175134043 and email showing request at ivylivellc@gmail.com Email us if any questions, ivylivellc@gmail.com Our website: www.ivylivellc.com""",04/12/2019,
6773689,"""Combined Properties""",,,617-203-3565,,,mtriffitt@combinedproperties.com,"""100-150 Exchange St""",,"""Malden""",MA,02148,"YGL Network",,04/12/2019,
6773690,"""Silva Reatly, LLC""",,,781-645-9641,,,nick@silvarealty.com,"""206 Holland Street""",,"""Somerville""",MA,02144,"YGL Network","""First and last month's rent deposit - no security""",04/12/2019,
6773691,"""Manilov""",,,6175102756,,,manilovd@gmail.com,,,"""Sudbury""",MA,01776,"YGL Network","""Email Landlord to schedule or tenants directly - 24 HOURS Notice -   Unit is empty""",04/10/2019,
6773692,"""The Mackin Group""",,,617-277-1166,,,kmackin@bu.edu,"""7 Harvard Street Suite 210""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6773693,"""Access Commercial""",,,9788463448,,,mcmillenhr@gmail.com,"""5 Jennie Richards """,,"""Westford""",MA,01886,"YGL Network",,04/12/2019,
6773694,"""The WYL Group, LLC""",,,617-584-9187,,,Wylmanagement@gmail.com,,,"""Newton""",MA,02460,"YGL Network","""Email wylmanagement@gmail.com or call 617-584-9187 for showing""",04/12/2019,
6773695,"""Lucy Song""",,,617-259-6574,,,xhsong2000@yahoo.com,,,"""Boston (Allston)""",MA,02314,"YGL Network",,04/10/2019,
6773696,"""CPG Advisory Services""",,,617-212-4044,,,doug@cpgboston.com,"""1720 Beacon Street #3""",,"""Brookline""",MA,02445,"YGL Network",,04/12/2019,
6773697,"""Office Space""",,,857-294-6694,,,jason.irving@regus.com,"""529 Main Street""",,"""Charlestown""",MA,02129,"YGL Network",,04/12/2019,
6773698,"""RC""",,,617-826-9110,,,mhrgen@gmail.com,"""195 School St.,""",,"""Belmont""",MA,02478,"YGL Network","""Prefer tenants with a few years work experience and good incomes who will keep a nice home. Ideal tenant would be a couple or established professionals. Cats maybe. Please note the free laundry when comparing with other apartments, worth ~ $100.  Require first, and last.""",04/12/2019,
6773699,"""Pal RE LLC""",,,6177637013,,,wlebo1@aol.com,"""25 Wade St""",,"""Boston""",MA,02135,"YGL Network",,04/12/2019,
6773700,"""Walter Huntington Apartments""",,,617-906-6100,,,dmaguire@walterhuntington.com,"""35 South Huntington Ave""",,"""Boston""",MA,02130,"YGL Network",,04/12/2019,
6773701,"""Christopher Adams""",,,4138967364,,,chadams11281@yahoo.com,"""P O Box 82""",,"""Brimfield""",MA,01010,"YGL Network",,04/12/2019,
6773702,"""Beacon & Montclair Corporation""",,,617-281-1606,,,mikestuch@gmail.com,"""1281 Walnut Street  Apt 1""",,"""Newton""",MA,02461,"YGL Network","""Contact Mike via phone or text for showing instructions.  617-281-1606....24 hours notice required prior to showing.""",04/12/2019,
6773703,"""Tanya Vulikh""",,,6176050170,,,tvulikh@hotmail.com,"""1633 comonwealth ave""",,"""Swampscott""",MA,01907,"YGL Network","""The rental agency collects all fees from the tenant, no fees from the the landlord.""",04/12/2019,
6773704,"""Year""",,,5086503595,,,xiaofang.yuxf@gmail.com,"""19 highgate Rd""",,"""Wayland""",MA,01778,"YGL Network",,04/12/2019,
6773705,"""Melanie Duarte""",,,5083613252,,,melduarte617@gmail.com,"""6 Presidents Lane, #10""",,"""Quincy""",MA,02169,"YGL Network",,04/12/2019,
6773706,"""Ted Georges""",,,617-833-0937,,,ted.georges@outlook.com,,,"""Canton""",MA,02021,"YGL Network","""move-in fees are First, Last and security.""",04/12/2019,
6773707,"""Sam Resnick RE""",,,617-396-4049,,,resnick.sam@gmail.com,"""PO Box 613""",,"""Boston,""",MA,02134,"YGL Network","""OWNER PAYING FULL FEE TO BE SPLIT 50/50 WITH LISTING AGENT! **""",04/10/2019,
6773708,"""Thomas Carroll""",,,7816433367,,,t_carroll@verizon.net,"""132 Robbins Road""",,"""Arlington""",MA,02476,"YGL Network","""No smoking and no pets.""",04/12/2019,
6773709,"""VRP Management""",,,413-418-0062,,,vrpliving@gmail.com,"""84 State Street #820""",,"""Boston""",MA,02109,"YGL Network",,04/12/2019,
6773710,"""To Abbo""",,,617-388-5700,,,paradise72004@yahoo.com,"""84 Euston Rd.""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773711,"""John Wagner""",,,6175849000,,,johnbwagner@gmail.com,"""69 Sheffield Rd""",,"""Melrose""",MA,02176,"YGL Network",,04/10/2019,
6773712,"""Greenville Real Estate Group, Inc.""",,,6175242988,,,mamah.gre@gmail.com,"""187 Green Street""",,"""Jamaica Plain""",MA,02130,"YGL Network",,04/12/2019,
6773713,"""Amado Real Estate""",,,617-981-9463,,,amado.juliano1@gmail.com,"""68 Bellingham Avenue, Apt 2""",,"""Revere""",MA,02151,"YGL Network","""First, Security and Last Months rent for students.  Move-in costs negotiable for qualified professionals""",04/10/2019,
6773714,"""1526 Commonwealth Avenue""",,,6178003056,,,1526@chowrealtyboston.com,"""1526 Commonwealth Ave""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773715,"""tziporah Halevy""",,,7029780981,,,tziporahlevy@gmail.com,"""14 Claflin RD""",,"""Brookline""",MA,02445,"YGL Network","""Hey everyone!  I have 3 bedroom available for rent in a Charming Victorian 4bedroom condo steps from Washington sq. T Brookline & 4 minutes walk to D line. You get your own private bedroom (furnished) shared 1.5 bathroom, kitchen, living room! Washer & dryer in unIt & HUGE PORCH!!!!  The apartment is close to the C and D green line and the 65 bus. Supermarkets are walking distance (Whole Foods, star market, and many pubs)  RENT INCLUDES the following: HEAT, HOT WATER, WATER, GAS, ELECTRIC, WIFI, FURNITURE (bed, night stand, lamp, desk and chair) PROFESSIONAL CLEANING 1X PER MONTH, ALL CLEANING SUPPLIES.  1 ROOM available 6/1/18 2 ROOMS available 9/1/18  Looking for young professionals !! feel free to text to 702-978-0981""",04/12/2019,
6773716,"""Ark Management LLC""",,,8572056686,,,ares@goldrealtyboston.com,"""200 LINCOLN ST STE 200""",,"""Boston""",MA,02111,"YGL Network",,04/12/2019,
6773717,"""FHK Management""",,,5083536796,,,frank.knippenberg@gmail.com,"""468 East 6th""",,"""Boston""",MA,02127,"YGL Network","""First & Security required for move in""",04/12/2019,
6773718,"""Ocean Place""",,,781-286-0062,,,oceanplace99@gmail.com,"""388 Ocean Ave""",,"""Revere""",MA,02151,"YGL Network",,04/12/2019,
6773719,"""Landing 53""",,,781-817-6366,,,info@landing53.com,"""25 Commercial Street""",,"""Braintree""",MA,02184,"YGL Network",,04/12/2019,
6773720,"""fariba Salehi""",,,7813290517,,,fariba_slh@yahoo.com,,,"""Westwood""",MA,02090,"YGL Network",,04/12/2019,
6773721,"""Nexthome Azule Realty, Inc.""",,,508-521-5141,,,donald@azulerealty.com,"""292 howard Street""",,"""Brockton""",MA,02302,"YGL Network",,04/12/2019,
6773722,"""Fariba Slh""",,,6176781571,,,fariba_slh@yahoo.com,,,"""West Roxbury""",MA,02132,"YGL Network","""Bright and spacious 1st floor of a two family house with three bedrooms, two bathrooms (a master bedroom with on suite bath), large family room, formal dining room, granite kitchen with a large pantry, lots of cabinets and a private porch, fenced back yard, 2 parking spaces (one car garage, and one off street), extra large room/office in the basement (330 sq. ft. additional space), washer and dryer hook ups , plenty of storage space in the basement. Hardwood floors throughout. Many updates. New Gas burner.  Great location, on a quiet street and just minutes walk to bus stops and in a walking distance to commuter rail (West Roxbury Stop). Buses take you to orange line and green line directly.  Deleaded. Water is included in the rent.   Tenant requirements:  o	Background check & good references o	Solid income source, good credit history o	First and last month rent & one month security deposit upon signing o	No Smoking! Small pet is negotiable.""",04/12/2019,
6773723,"""Torrington Properties""",,,8572641210,,,jm@torprops.com,"""60 K Street""",,"""South Boston""",MA,02127,"YGL Network",,04/12/2019,
6773724,"""Bell Olmsted Park""",,,617-530-1560,,,olmstedpark@bellpartnersinc.com,"""161 S. Huntington Ave""",,"""Boston""",MA,02130,"YGL Network",,04/12/2019,
6773725,"""275 Medford""",,,617-695-1600,,,info@275medford.com,"""275 Medford St""",,"""Charlestown""",MA,02129,"YGL Network","""Tours available by appointment Mon-Fri 10a-4:30p and Saturdays 10a-3p.  Email only.  No phone calls.""",04/12/2019,
6773726,"""44-46 Woodbine Street, Wollaston MA 02170""",,,6178188957,,,jackliang1992@gmail.com,"""44-46 Woodbine Street""",,"""Quincy""",MA,02170,"YGL Network","""Must have credit/background/eviction records, proof of employment/income, and references.  Brokers/agents can ask for the full fee from tenants as they wish.""",04/12/2019,
6773727,"""Bush Property Mgt""",,,"(415) 316-1356",,,mkbush2015@gmail.com,"""4 Vinal St""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773728,"""Jonathan Sammarco""",,,5085966357,,,jonathan.sammarco@gmail.com,"""123 West Concord st""",,"""boston""",MA,02118,"YGL Network",,04/12/2019,
6773729,"""Urban Renewal""",,,"617 284-2150",,,slogan@rcgproperties.com,"""17 Ivaloo Street""",,"""Somerville""",MA,02143,"YGL Network",,04/12/2019,
6773730,"""Compass""",,,6175993867,,,KaltsasRE@gmail.com,"""126 Newbury St, 5th floor""",,"""Boston""",MA,02115,"YGL Network",,04/12/2019,
6773731,"""Le Cao Rentals""",,,508-649-3880,,,victorcabralrealestate@gmail.com,"""50 Floyd St #2""",,"""Everett""",MA,02149,"YGL Network",,04/12/2019,
6773732,"""Everest Realty Trust""",,,7819605087,,,everestrealty@gmail.com,"""8 CURTIS STREET""",,"""Somerville""",MA,02144,"YGL Network",,04/12/2019,
6773733,"""MGH""",,,6179976241,,,zwwang999@gmail.com,"""198 Lake Shore Rd, Unit 4""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773734,"""The Collaborative Companies""",,,603-897-9582,,,fmeads@tccrealestate.com,"""Proto Kendall Square, 88 Ames Street""",,"""Cambridge""",MA,02142,"YGL Network","""The majority of condo owners live in this building. Only a select few will be lucky enough to lease in this beautiful building!!  It is very well kept by owners invested in its wellbeing and by Mediate Management.  No undergraduate student applications allowed.  Minimum of 12 Month lease term.  Landlord is ideally looking for a resident to move in immediately. June 1st at the latest.""",04/12/2019,
6773735,"""yvonne lalyre""",,,"617 427 5542",,,lalira53@yahoo.com,"""17 Greenwich Street""",,"""Boston""",MA,02120,"YGL Network",,04/12/2019,
6773736,"""NA""",,,6178165492,,,kathryn.raymond@kw.com,,,"""Boston""",MA,02116,"YGL Network",,04/12/2019,
6773737,"""Bernard Welch Realty, Inc.""",,,6177777853,,,bcwelchjr@gmail.com,,,"""Boston""",MA,02115,"YGL Network","""PICK UNIT KEYS UP AT: Symphony Properties,295 Huntington Ave, Boston, 617-536-1400 Cornerstone Realty, 1451 Tremont Street, Mission Hill 617-238-7400 Gateway Real Estate, 139 Brighton Ave, Allston, 617-254-8080 East Coast Realty, 555 Columbus Ave, Boston, 617-536-2900  REQUIRED:   First, Last, Security, Tenant pays fee.  TO TAKE UNIT OFF MARKET MUST HAVE COMPLETE APPLICATION INCLUDING:  security deposit, signed applications, signed cosigner forms, signed lease, signed BWR Lease Addendum.  LANDLORD CONTACT INFO: Charlie Welch 617-777-7853 bcwelchjr@gmail.com""",04/12/2019,
6773738,"""Eric Shinrock""",,,7037322029,,,eshinrock@gmail.com,"""113A Centre St""",,"""Brookline""",MA,02446,"YGL Network",,04/12/2019,
6773739,"""Glenetna Plaza, LLC""",,,6172323932,,,CummingsLLC29A@Gmail.Com,"""29A Cummings Road""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773740,"""Khosro Sanieoff""",,,617-232-3932,,,CummingsLLC29A@Gmail.Com,"""29A Cummings Road""",,"""Brighton""",MA,02135,"YGL Network",,04/12/2019,
6773741,"""Famolare Properties""",,,9788215316,,,FamolareProperties@gmail.com,,,"""Winthrop""",MA,02152,"YGL Network",,04/12/2019,
6773742,"""Nicole Lee""",,,8572077968,,,renelinliang@gmail.com,"""37 Gargen st #4""",,"""Boston""",MA,02115,"YGL Network",,04/12/2019,
6773743,"""zhenwei chu""",,,3392211328,,,zhenwei_chu@yahoo.com,,,"""Andover""",MA,01810,"YGL Network",,04/12/2019,
6773744,"""Gebsco Management Company""",,,978-443-5354,,,eric@gebscorealtycorp.com,"""410 Boston Post Road, Suite 28""",,"""Sudbury""",MA,01776,"YGL Network",,04/10/2019,
6773745,"""Kaz Property Management""",,,8608177440,,,andrew@kazakoff.com,"""149 Parsons St""",,"""Brighton""",MA,02135,"YGL Network","""There is a lockbox out front. Please text me when you want to show the unit.""",04/12/2019,
